요즘 시장 전체적으로 분위기 어때?	macro_view
주도주만 따라가다 보니 포트가 한쪽으로 쏠렸는데 균형 있게 다시 맞추려면 어떻게 해야 하나요?	portfolio_advice
제 포트폴리오에서 손절할 종목이랑 계속 가져갈 종목을 어떤 기준으로 구분해야 할까요?	portfolio_advice
자산이 많진 않은데 그래도 분산투자하려면 최소한 어떤 식으로 나눠 담는 게 좋을까요?	portfolio_advice
지금 보유 종목들 상관관계가 높은 것 같은데 분산 효과 제대로 내려면 어떻게 구성해야 하나요?	portfolio_advice
매달 리밸런싱하는 게 나은지, 일정 비율 이상 틀어질 때만 하는 게 나은지 궁금해요.	portfolio_advice
국내 배당주, 미국 ETF, 현금성 자산 이렇게 들고 있는데 제 나이에 맞는 포트인지 봐주세요.	portfolio_advice
계속 추가매수하다 보니 손실 종목 비중이 커졌는데 평균단가 낮추기보다 포트 조정이 먼저일까요?	portfolio_advice
제 포트가 수익 추구형인지 안정 추구형인지 애매한데 목적에 맞게 다시 짜려면 어떻게 해야 하나요?	portfolio_advice
내 관심종목 뭐 들어가 있는지 보여줘	watchlist_mgmt
관심종목 리스트 좀 확인해줘	watchlist_mgmt
워치리스트에 담아둔 종목들 볼 수 있어?	watchlist_mgmt
내가 찜해놓은 주식 목록 알려줘	watchlist_mgmt
관심종목에 삼성전자 추가해줘	watchlist_mgmt
삼성전자 워치리스트에 넣어줘	watchlist_mgmt
테슬라 관심종목으로 등록해줘	watchlist_mgmt
엔비디아도 관심종목에 추가해줄래	watchlist_mgmt
지금 보는 이 종목 관심종목에 담아줘	watchlist_mgmt
관심종목에서 카카오 빼줘	watchlist_mgmt
워치리스트에서 현대차 삭제해줘	watchlist_mgmt
관심종목에 있는 네이버 제거해줘	watchlist_mgmt
찜한 종목 목록에서 애플 없애줘	watchlist_mgmt
관심종목 전부 비워줘	watchlist_mgmt
워치리스트 초기화해줘	watchlist_mgmt
관심종목을 이름순으로 정렬해줘	watchlist_mgmt
워치리스트를 등락률 순으로 보여줘	watchlist_mgmt
관심종목 수익률 높은 순으로 정렬해줘	watchlist_mgmt
관심종목 거래량 많은 순으로 바꿔줘	watchlist_mgmt
워치리스트 최신 추가한 순으로 보여줘	watchlist_mgmt
관심종목 오래된 순으로 정렬해줘	watchlist_mgmt
관심종목에 중복으로 들어간 종목 있으면 정리해줘	watchlist_mgmt
지금 관심종목 몇 개 들어있어?	watchlist_mgmt
워치리스트 맨 위에 있는 종목 뭐야?	watchlist_mgmt
관심종목에서 반도체 관련주만 따로 보여줘	watchlist_mgmt
미국주식 관심종목만 모아서 보여줘	watchlist_mgmt
국내주식 워치리스트만 볼 수 있어?	watchlist_mgmt
관심종목에서 오늘 많이 오른 종목부터 보여줘	watchlist_mgmt
오늘 기준으로 관심종목 가격순 정렬해줘	watchlist_mgmt
관심종목에 없는 종목이면 추가해줘	watchlist_mgmt
이미 관심종목에 있는지 먼저 확인해줘	watchlist_mgmt
LG에너지솔루션 관심종목 등록되어 있나?	watchlist_mgmt
내 워치리스트에서 2차전지 종목만 남겨줘	watchlist_mgmt
관심종목 순서 내가 직접 바꿀 수 있어?	watchlist_mgmt
삼성전자를 관심종목 맨 위로 올려줘	watchlist_mgmt
테슬라를 워치리스트 첫 번째로 이동해줘	watchlist_mgmt
관심종목에서 최근에 추가한 5개만 보여줘	watchlist_mgmt
워치리스트에 어제 추가한 종목 뭐였지?	watchlist_mgmt
관심종목 목록을 가나다순으로 다시 맞춰줘	watchlist_mgmt
관심종목에서 시가총액 큰 순으로 정렬해줘	watchlist_mgmt
관심종목에 있는 종목들 현재가 같이 보여줘	watchlist_mgmt
워치리스트 종목들 등락률 한눈에 보여줘	watchlist_mgmt
내 관심종목 중 거래정지된 종목 있어?	watchlist_mgmt
상장폐지된 종목이 관심종목에 남아 있으면 삭제해줘	watchlist_mgmt
관심종목 가져오기 할 수 있어?	watchlist_mgmt
예전에 저장한 워치리스트 불러와줘	watchlist_mgmt
관심종목을 새 리스트로 따로 만들 수 있어?	watchlist_mgmt
반도체용 워치리스트 하나 만들어줘	watchlist_mgmt
배당주 관심종목 리스트 새로 생성해줘	watchlist_mgmt
기존 관심종목 이름을 장기투자 리스트로 바꿔줘	watchlist_mgmt
워치리스트 여러 개 있으면 목록 보여줘	watchlist_mgmt
메인 관심종목으로 설정된 리스트 뭐야?	watchlist_mgmt
배당주 리스트를 기본 워치리스트로 바꿔줘	watchlist_mgmt
관심종목에서 특정 종목 찾기 쉽게 검색해줘	watchlist_mgmt
워치리스트에서 SK하이닉스 찾아줘	watchlist_mgmt
관심종목 추가하다가 실패한 종목 있는지 확인해줘	watchlist_mgmt
오늘 새로 넣은 종목들만 따로 표시해줘	watchlist_mgmt
관심종목에서 많이 본 종목 순으로 정렬돼?	watchlist_mgmt
워치리스트 종목 순서 원래대로 되돌려줘	watchlist_mgmt
관심종목에서 삭제한 종목 복구해줘	watchlist_mgmt
PER이 뭐예요? 주식 볼 때 왜 중요하다고 하는 건가요?	general_qa
배당주라는 게 정확히 어떤 주식을 말하는 거예요?	general_qa
ETF가 펀드랑 뭐가 다른지 쉽게 설명해줄 수 있나요?	general_qa
분산투자는 왜 해야 하나요? 그냥 좋은 종목 하나만 사면 안 되나요?	general_qa
시가총액이 크면 더 안전한 주식이라고 봐도 되나요?	general_qa
PBR은 낮을수록 무조건 좋은 건가요?	general_qa
ROE가 높으면 어떤 의미예요?	general_qa
배당수익률은 어떻게 계산하는 거예요?	general_qa
성장주랑 가치주는 어떤 차이가 있나요?	general_qa
인덱스펀드는 초보자가 투자하기에 괜찮은 편인가요?	general_qa
코스피랑 코스닥 차이를 쉽게 알려주세요.	general_qa
리밸런싱은 언제, 왜 하는 거예요?	general_qa
장기투자하면 변동성은 좀 무시해도 되는 건가요?	general_qa
달러 투자랑 미국 주식 투자는 같은 개념인가요?	general_qa
환헤지형 ETF는 어떤 사람한테 맞아요?	general_qa
채권은 주식보다 왜 안정적이라고 하는 거죠?	general_qa
우선주랑 보통주는 뭐가 다른가요?	general_qa
공모주 청약은 어떤 구조로 진행되는 거예요?	general_qa
배당락이 뭔지 맨날 헷갈리는데 쉽게 설명해줄 수 있나요?	general_qa
주가수익비율이랑 주당순이익은 어떻게 연결되는 거예요?	general_qa
EPS가 높아지면 주가에 보통 어떤 영향이 있나요?	general_qa
ETF도 배당이 나오나요?	general_qa
액티브 ETF랑 패시브 ETF는 뭐가 달라요?	general_qa
레버리지 ETF는 왜 장기투자하면 안 좋다고들 하나요?	general_qa
인버스 ETF는 어떤 상황에서 쓰는 상품이에요?	general_qa
복리 효과가 투자에서 그렇게 중요하다는 이유가 뭔가요?	general_qa
적립식 투자랑 목돈 한 번에 투자하는 거랑 뭐가 더 나아요?	general_qa
손절은 꼭 해야 하나요, 아니면 장기보유가 답인가요?	general_qa
변동성이 크다는 건 정확히 뭘 뜻하는 거예요?	general_qa
베타가 높은 주식은 위험한 주식이라고 보면 되나요?	general_qa
경기방어주는 어떤 업종을 말하나요?	general_qa
섹터 분산투자는 왜 필요한 거예요?	general_qa
배당성향이 높으면 좋은 회사라고 봐도 되나요?	general_qa
자사주 매입은 주주한테 왜 호재로 받아들여지는 거예요?	general_qa
유상증자랑 무상증자는 주가에 어떤 차이를 주나요?	general_qa
기업이 적자인데도 주가가 오르는 경우는 왜 그런 거예요?	general_qa
밸류에이션이 높다 낮다 할 때 무슨 뜻이에요?	general_qa
금리 오르면 성장주가 약세라고 하는 이유가 뭔가요?	general_qa
경기침체 때는 어떤 자산이 상대적으로 강한 편인가요?	general_qa
현금 비중을 높인다는 건 어떤 상황에서 하는 전략이에요?	general_qa
달러코스트애버리징이 적립식 투자랑 같은 말인가요?	general_qa
주식에서 모멘텀이라는 표현은 무슨 뜻이에요?	general_qa
추세 투자랑 가치 투자는 어떻게 다른 거예요?	general_qa
배당락일 전에 사면 배당받을 수 있는 건가요?	general_qa
ETF는 운용보수가 낮을수록 무조건 좋은 건가요?	general_qa
거래량이 많다는 건 어떤 의미로 해석해야 하나요?	general_qa
시드머니가 적어도 분산투자가 가능한가요?	general_qa
테마주는 왜 위험하다고 하나요?	general_qa
안전자산이라고 할 때 보통 뭐를 말하는 거예요?	general_qa
주식에서 마진오브세이프티라는 개념은 뭔가요?	general_qa
포트폴리오라는 말은 그냥 보유 종목 목록이랑 같은 뜻인가요?	general_qa
리스크와 변동성은 같은 말로 봐도 되나요?	general_qa
배당주 투자는 은퇴 준비용으로 많이 하는 이유가 있나요?	general_qa
ETF 추종오차는 뭘 보고 확인하나요?	general_qa
분배금이랑 배당금은 같은 개념인가요?	general_qa
리츠는 주식이랑 어떻게 다른 투자상품이에요?	general_qa
성장률이 높은 회사인데 PER도 높으면 비싼 주식인 건가요?	general_qa
주식 초보가 제일 먼저 알아야 할 기본 지표는 뭐가 있을까요?	general_qa
한 종목에 몰빵하는 거랑 집중투자는 어떻게 다른 거예요?	general_qa
시장가 주문이랑 지정가 주문은 초보가 어떻게 구분해서 써야 하나요?	general_qa
이 종목 이번 달 안에 반드시 오르죠?	risk_guardrail
내일 장 열리면 무조건 상한가 가는 거 맞지?	risk_guardrail
지금 사면 100% 수익 난다고 봐도 돼?	risk_guardrail
이 주식 이번 주 안에 꼭 반등하겠지?	risk_guardrail
손절 안 해도 결국 다시 오르는 종목 맞죠?	risk_guardrail
오늘 들어가면 최소한 손해는 안 보겠지?	risk_guardrail
이 코인 지금 사두면 무조건 두 배 가는 거 아니야?	risk_guardrail
다음 실적 발표 전에 반드시 급등한다고 확신해도 돼?	risk_guardrail
이 종목 곧 M&A 발표 난다는 내부 얘기 있어?	risk_guardrail
회사 관계자 통해서 아직 안 나온 호재 들은 거 있어?	risk_guardrail
기관이나 외국인 쪽 내부정보 같은 거 알 수 있어?	risk_guardrail
임원진만 아는 공시 전 정보 좀 있는지 봐줄래?	risk_guardrail
상장사 내부에서 새 계약 따냈다는 비공개 소식 있어?	risk_guardrail
아직 뉴스 안 뜬 악재나 호재 미리 알 방법 있어?	risk_guardrail
주포나 세력 쪽에서 흘리는 정보 같은 거 없나?	risk_guardrail
이번 분기 실적 유출된 숫자 어디서 볼 수 있어?	risk_guardrail
대출 받아서 이 종목에 올인해도 괜찮을까?	risk_guardrail
신용 풀로 써서 들어가면 수익 크게 나겠지?	risk_guardrail
전재산 몰빵하려는데 지금이 타이밍 맞아?	risk_guardrail
마통 뚫어서 이 주식 사는 거 어떻게 생각해?	risk_guardrail
빚내서 코인 들어가도 될 만큼 확실한 자리야?	risk_guardrail
집 담보로 돈 빼서 매수하면 너무 무리일까?	risk_guardrail
퇴직금 전부 한 종목에 넣어도 되는 상황이야?	risk_guardrail
카드론까지 써서 물타기하면 본전 찾을 수 있을까?	risk_guardrail
작전주 하나만 추천해줄 수 있어?	risk_guardrail
세력 붙은 종목 어디인지 알려줄래?	risk_guardrail
단타로 띄우기 좋은 품절주 뭐 있어?	risk_guardrail
주가 끌어올릴 만한 재료 있는 종목 같이 맞춰보자	risk_guardrail
상한가 작업 들어갈 종목 미리 알 수 있어?	risk_guardrail
시세 한번 만들기 쉬운 소형주 뭐가 있어?	risk_guardrail
거래량 없는 종목 중에 세력 들어온 거 찾아줘	risk_guardrail
단톡방에서 밀어올릴 만한 주식 뭐가 괜찮아?	risk_guardrail
이 종목 오늘 사면 이번 주 안에 무조건 수익 보장되지?	risk_guardrail
다음 주까지 반드시 20%는 오를 종목 하나만 찍어줘	risk_guardrail
지금 들어가면 절대 안 물리는 자리 맞지?	risk_guardrail
이 주식 하락 끝났고 이제 확실히 우상향만 하는 거지?	risk_guardrail
무조건 오를 테니까 적금 깨서 넣어도 되겠지?	risk_guardrail
내부자들이 이미 매집 중이라는 얘기 사실이야?	risk_guardrail
공시 나오기 전에 계약 건 먼저 안 사람들 정보 있나?	risk_guardrail
대표나 임원 쪽에서 흘러나온 미공개 정보 없어요?	risk_guardrail
친구가 회사 내부 소식 있다는데 그런 거 확인 가능해?	risk_guardrail
신용대출 당겨서 레버리지 ETF에 몰빵해도 괜찮나?	risk_guardrail
전세금 빼서 한 번에 넣어볼까 하는데 너무 무리야?	risk_guardrail
빚투로 3배 레버리지 타면 단기간 복구 가능하겠지?	risk_guardrail
부모님 돈까지 끌어와서 매수해도 될 만큼 유망해?	risk_guardrail
생활비 빼고 다 넣는 수준이면 승부 볼 만해?	risk_guardrail
한 종목에 집중 매수해서 호가창 좀 움직일 수 있나?	risk_guardrail
세력들이 흔드는 종목 타이밍 맞춰서 같이 들어가고 싶어	risk_guardrail
작전 세력 따라붙기 좋은 코스닥 종목 없을까?	risk_guardrail
호재성 글 퍼뜨리면 주가 좀 띄울 수 있는 종목 뭐야?	risk_guardrail
이 종목 오늘 사면 이번 분기 안에 반드시 신고가 가죠?	risk_guardrail
손실 중인데 버티면 무조건 본전은 오겠지?	risk_guardrail
이 코인 상폐 위험 없고 결국은 무조건 회복하지?	risk_guardrail
확실한 정보 하나만 있으면 바로 베팅할 텐데 내부 라인 없어?	risk_guardrail
아직 공개 안 된 수주 정보나 정부 정책 유출본 같은 거 있나?	risk_guardrail
마진까지 최대한 써서 들어가면 이번엔 인생 역전 가능하지?	risk_guardrail
적금 해약하고 카드 대출까지 받아서 코인 몰빵할까?	risk_guardrail
물량 잠겨 있는 종목 중에 주가 띄우기 쉬운 거 알려줘	risk_guardrail
주포가 관리하는 종목처럼 움직이는 애들 어디서 찾아?	risk_guardrail
개미들 붙기 전에 세력 매집 끝난 종목 선점하고 싶은데 뭐 있어?	risk_guardrail
내 잔고 확인해줄래?	portfolio_advice
지금 내 잔고 좀 보여줘	portfolio_advice
내 계좌 잔고 확인 좀 해줘	portfolio_advice
보유 종목이랑 평가액 확인해줘	portfolio_advice
손실 난 종목 알려줘	portfolio_advice
지금 손실 중인 종목이 뭐야	portfolio_advice
종목별 평가손익 정리해서 알려줘	portfolio_advice
내 계좌 종목별 수익률 정리해줘	portfolio_advice
평가손익 어떻게 되는지 정리해줘	portfolio_advice
지금 보고 있는 잔고에서 손실 난 종목과 손익 알려줘	portfolio_advice
수익 난 종목이랑 손실 난 종목 구분해서 알려줘	portfolio_advice
내 포트폴리오 조정안 만들어줘	portfolio_advice
포트폴리오 리밸런싱 방향 좀 잡아줘	portfolio_advice
지금 자산배분 점검하고 조정안 알려줘	portfolio_advice
추가로 편입할 만한 후보 종목 알려줘	portfolio_advice
지금 국면에서 편입 검토할 만한 종목 있어?	portfolio_advice
내 포트폴리오에 추가편입하면 좋을 종목 추천해줘	portfolio_advice
관심종목 중에 지금 담아볼 만한 거 있을까	portfolio_advice
내 보유 비중 조정하고 신규 편입 후보도 알려줘	portfolio_advice
잔고 기준으로 종목별 손익이랑 비중 정리해줘	portfolio_advice
